review_id,user_id,business_id,stars
jbcxQMAUtW7ff5_mVppbng,jyz8-hAPGRjurBVp9DST9A,RyJIi1IP0UQ5qGbwazgsIA,2
hIGD7yMGBDWU3LaQgwrk1w,5V8eXkTJb6IejJkMDaj_Bw,uAyXrnFaXw2FBiYnmncDuw,4
osubkGA1oCoFEmb8rgdMRg,2U5VJvQ17FtB0wAmpaMowA,uAyXrnFaXw2FBiYnmncDuw,4
E5XSmGSc-y2lUhxfyXWm2Q,A2JGzkvNjckSmps_4FbKWw,uAyXrnFaXw2FBiYnmncDuw,4
EB2LHp8uPl9mQPd3JJMcZA,3R_dB9VQ_D3WPJEw7pmorA,uAyXrnFaXw2FBiYnmncDuw,4
IV2uL68yb4B7i4BhpHIIYw,quH7oYf3C-_klKjP-cklCQ,uAyXrnFaXw2FBiYnmncDuw,5
UQbuZoMIiyi-_BWjcd6Slg,KeuwC8E1238SP6xyKpBM6w,uAyXrnFaXw2FBiYnmncDuw,4
Z1kuj4OgUSikU-V2Trm5mA,V7B4KTBitlBs9YH_B00-9Q,uAyXrnFaXw2FBiYnmncDuw,5
0IA-iLa7OEH4sDV0flnJUg,DquHHYio5bIqZ5vQlC95_w,uAyXrnFaXw2FBiYnmncDuw,4
-cA_7P7dx4QRf_8n2U9_Gw,yrGIgk5eaWy-eewLNv4KHQ,uAyXrnFaXw2FBiYnmncDuw,3
twxm5re1PLzAsZhq8SihjA,8959F5stCzJWI_I7dgxurg,uAyXrnFaXw2FBiYnmncDuw,4
C-q_UnLMjXHo84QKTcuz7w,0mKUbIUXOvH0cHcGQ1KGqg,uAyXrnFaXw2FBiYnmncDuw,3
8YzfrOZUsINphDKH__2yug,PeLGa5vUR8_mcsn-fn42Jg,uAyXrnFaXw2FBiYnmncDuw,3
XIkX0MgnhndkqVNQGOK4ig,3cC726zwgerKNNasnidAww,uAyXrnFaXw2FBiYnmncDuw,3
PV_2aa_KIeymXb0w6iCJOw,qibGLHABNReGeJr2w4_8yQ,uAyXrnFaXw2FBiYnmncDuw,5
658SZxxrS7g-_hNRbj8RAQ,l-B4axUNxQ9FVVxeQm8t2A,uAyXrnFaXw2FBiYnmncDuw,4
uOYMSzzd69kMAD1_fir0CA,djP46l4v0TQTqhLa-ZB1xw,uAyXrnFaXw2FBiYnmncDuw,4
zYpvljPpbofJ0zGg5OxnKQ,UG4EKu13JRwzRix6ESINdg,uAyXrnFaXw2FBiYnmncDuw,4
Kp7UPcgeNfi4dvU246BXMQ,gqL5KBs2oS7qobnyd99iKg,uAyXrnFaXw2FBiYnmncDuw,4
9pb5CYUKPXfDhXpL671gZA,Tsm8VraTp5OGyVALtUiCeQ,uAyXrnFaXw2FBiYnmncDuw,4
soFw8Ss84HDoFP7OoWW8pg,Qjrn5UsK2HBZxx40HYA1iQ,uAyXrnFaXw2FBiYnmncDuw,3
pvbzviQSemcfrpiwlazYLw,A0j21z2Q1HGic7jW6e9h7A,uAyXrnFaXw2FBiYnmncDuw,4
h2hZEusbE6RSTv0gtnGQXQ,DK57YibC5ShBmqQl97CKog,uAyXrnFaXw2FBiYnmncDuw,3
u6BXai14LvbQOEYXLvrwJw,oWd7wL340Z9JiGf5Wu_bSQ,uAyXrnFaXw2FBiYnmncDuw,5
KWGpQBGhpIdVNZq3jxVkUw,bpgbVPJcG-wQ4cNBcPPIxw,uAyXrnFaXw2FBiYnmncDuw,4
fKV2q5Rqto6KHqvgyfjqJQ,b34yOQoUDev_l6BzDBMpUQ,uAyXrnFaXw2FBiYnmncDuw,4
c4p5u_QG4z9yEJSlHhdd2g,4ZkQwaOoLT2eJWux9fE1Jw,uAyXrnFaXw2FBiYnmncDuw,3
Si3zA55fTNSySD17oeeXqg,5V8eXkTJb6IejJkMDaj_Bw,NJ0RzuWd5xDqfJejYQZ65g,4
Pv2ccsxkCmbgu7DaMuAPkA,EJ7ZhRHsMWj8du77LX34gw,NJ0RzuWd5xDqfJejYQZ65g,4
wsDCEepUv_osgyPwZG1DMA,dIIKEfOgo0KqUfGQvGikPg,NJ0RzuWd5xDqfJejYQZ65g,4
xLCMsL81BQq-WbWafI1WZg,WMMI5Q4Rmm1Rqdu0jOvyhQ,NJ0RzuWd5xDqfJejYQZ65g,2
_i-l_QtRCYVhOEDRYGci-Q,SRK_sUnvRmMwfexoL_DLQA,NJ0RzuWd5xDqfJejYQZ65g,5
DRfzA8Ar0gnNK_vu32fgJg,NWuFF7-HjYE9dvt_xGbEhw,NJ0RzuWd5xDqfJejYQZ65g,4
ksFQKYfd7QRGq3IDFO71cg,SCPgLdL2hoeP3Plnc0dkzg,NJ0RzuWd5xDqfJejYQZ65g,5
cvd4uzj8JpPZe77su5cpew,6jz_Yr6_AP2WWLbj9gGDpA,NJ0RzuWd5xDqfJejYQZ65g,5
OzyKY4fA3CfJ1ZEwcpxi9A,6HM3Hm3gP0MJ8XN7IkRcRg,NJ0RzuWd5xDqfJejYQZ65g,4
UEv3SeAui0v29bNCdJHAMA,Yej5B4nd8PqpHMQcmCTDrg,NJ0RzuWd5xDqfJejYQZ65g,4
N4L3dmrajpB_hIErT3uVsg,1sGYXSkJHPhJ6wQtc-RbZw,NJ0RzuWd5xDqfJejYQZ65g,5
HpG6BSmcjcbwf0-xoaIPPA,ctXFXk9-m6PCMoI-Nz2_XQ,NJ0RzuWd5xDqfJejYQZ65g,4
0uHTqGy0GI0JFKK4eCUCXw,R4eLJKwG9yQ44vfwaUHS3g,NJ0RzuWd5xDqfJejYQZ65g,4
Y_wDxXYPBfzjmVgFrnxN6Q,Q4Qfu-3vYtL1LRm2X1b0Gg,NJ0RzuWd5xDqfJejYQZ65g,4
IE9f1V_ZnDkhfdN68VkwZw,SCo1UBoeN3bhRMkSYuiX1A,NJ0RzuWd5xDqfJejYQZ65g,4
WRzlOyzwahBwmjnrvHz1dA,pKn_H1nkgrwJS6TuHODsvQ,NJ0RzuWd5xDqfJejYQZ65g,4
NsUEZPsDuEga9uY9SZno-g,yrGIgk5eaWy-eewLNv4KHQ,NJ0RzuWd5xDqfJejYQZ65g,1
FLhdnvFU0u96ipRBHOVT1Q,maK3UBQczh33NuDjBYeHrA,NJ0RzuWd5xDqfJejYQZ65g,3
qx2yIDzDETAiAFICKI3sQA,oaaEXgQ3x51cXE3GTXrT1Q,NJ0RzuWd5xDqfJejYQZ65g,3
n2zneU9opwdf0P_npHnvvg,pwQ8E-hbDUJe3qtKt_IBBg,NJ0RzuWd5xDqfJejYQZ65g,4
25eU_Dbt2YyhwjIC1J6bMA,cMEtAiW60I5wE_vLfTxoJQ,NJ0RzuWd5xDqfJejYQZ65g,4
U_jV7gGUpdPn7oDMdVOEaw,8959F5stCzJWI_I7dgxurg,NJ0RzuWd5xDqfJejYQZ65g,4
JCWFqV5FI4IyCvExldTQCA,KxGeqg5ccByhaZfQRI4Nnw,NJ0RzuWd5xDqfJejYQZ65g,4
TJw1XvbaH5PK0M4gQLapbg,OPN-dDUBkH7uH-G8nOnskg,NJ0RzuWd5xDqfJejYQZ65g,4
5RtyB6CIs3IC_4tQA69TYA,S9Jw00eZHVj5_0sOM_C5Rg,NJ0RzuWd5xDqfJejYQZ65g,3
dCtujlmIlDHQBFMhSCBJ2w,T8LqkYbwMPZmvXSsUfN8sQ,NJ0RzuWd5xDqfJejYQZ65g,4
lVo_MU7VV0qdkN3iW_t-GQ,lKPUyA6DveoWk-3zFrHA9w,NJ0RzuWd5xDqfJejYQZ65g,5
wj_6E9ju2bLxUPeAg0oasA,lU_aNRWw8edBmIi5_NARmg,NJ0RzuWd5xDqfJejYQZ65g,2
d2_za1uwxbvzRTcpHUXXOw,Wi0VgIrbb8vqU6weyVw6tg,NJ0RzuWd5xDqfJejYQZ65g,3
8Ei0mihv1ZUtaN1FxQe6uw,i6V3NyTdkBVwPpH7r2BINA,NJ0RzuWd5xDqfJejYQZ65g,4
XQDANXu1lzLz50W69_dYlw,sYQyXDjGaJj7wfaqz5u8KQ,NJ0RzuWd5xDqfJejYQZ65g,4
BJzZyS1Cu8zbuSdJgZ20nA,79D7HDjpw0iZq6iu52vsSg,NJ0RzuWd5xDqfJejYQZ65g,4
7nKUlunUoEmd5b-KIAFrig,AKXqbuifvfvNEpr3Qs51hQ,NJ0RzuWd5xDqfJejYQZ65g,3
E69f3FYX0Me7tzvyayia8g,DPitNu466172os6m0Yri1Q,NJ0RzuWd5xDqfJejYQZ65g,3
mHnUq4M7ytgbt91Guq-UPg,PeLGa5vUR8_mcsn-fn42Jg,NJ0RzuWd5xDqfJejYQZ65g,4
TbfqLWE9D3fHyBWnLogH8A,3cC726zwgerKNNasnidAww,NJ0RzuWd5xDqfJejYQZ65g,4
mjExcn4p_2xUh8ISlhtcTA,TCPLaprJm4FFei2DkW6K6g,NJ0RzuWd5xDqfJejYQZ65g,3
bftmQLCXggARwInmpzlFPw,kjeX2RXvW7RhBbD2QLd5jA,NJ0RzuWd5xDqfJejYQZ65g,4
huEC2s_NYiW8KT61L0dgOw,HhVNG_1NOEyxfxudd6TSCg,NJ0RzuWd5xDqfJejYQZ65g,5
iXHyfS_L4YB8pTpulW74uQ,qibGLHABNReGeJr2w4_8yQ,NJ0RzuWd5xDqfJejYQZ65g,4
MuF63c6PbpQHdVk6nvlu6A,e9V-hsaLlQIFvo5GnJIkbg,NJ0RzuWd5xDqfJejYQZ65g,5
XB7yQj2EcepwEt1QqEXEIA,zSwb7qNpSgU3ekHMpiHsOA,NJ0RzuWd5xDqfJejYQZ65g,4
7_tKC5XGNY12Dh3gpxmtxA,UmXzwFM2OkZHWJ5cJZlqkg,NJ0RzuWd5xDqfJejYQZ65g,3
W7AnuxPLqCfZcG6FAjJ1_g,XJYFjbH-oTmu2dATTqyauQ,NJ0RzuWd5xDqfJejYQZ65g,4
jHYse9KzCXP78f71vNmgSA,0ygWZ_gXF8qTm0bY95JJqA,NJ0RzuWd5xDqfJejYQZ65g,5
y3Qnn4OXPUzj8oIjx7sOvw,XNSyl47aXuPsvC5zXm5uhw,NJ0RzuWd5xDqfJejYQZ65g,3
wt8mfqq43lfanTJ6ll89HA,gqL5KBs2oS7qobnyd99iKg,NJ0RzuWd5xDqfJejYQZ65g,4
XOFCCyV6flmtQewwGLMJDg,6CbNnrhmjcGLX_FM1vvVrg,NJ0RzuWd5xDqfJejYQZ65g,4
TJM3PozYlzChY8tOlIQr8w,LG-FOXQL0zUcRQuqkhq-Zg,NJ0RzuWd5xDqfJejYQZ65g,4
tVcKvApBHNK67htFfP5bLg,ExI15M-oXjHcF42-G1xv9w,NJ0RzuWd5xDqfJejYQZ65g,3
tt6l2fkUoEsu5ueRLJCXTw,YQPDBJKKFFseQybsvo2rog,NJ0RzuWd5xDqfJejYQZ65g,4
k8GOGAbeAW5UtJSLoSLFFA,Qjrn5UsK2HBZxx40HYA1iQ,NJ0RzuWd5xDqfJejYQZ65g,4
MMKdFYKsR49Um0zEyfRJPA,-tQ3UVVdNBZBR_HOVFROzw,NJ0RzuWd5xDqfJejYQZ65g,2
eiVaRCvhihMCZU-6gGy4pA,YpGt3hdq5adPlEFn9fQ2Zw,NJ0RzuWd5xDqfJejYQZ65g,3
WCmdA-ssNJ89CGRta0GAUQ,d_TBs6J3twMy9GChqUEXkg,NJ0RzuWd5xDqfJejYQZ65g,5
_euiVrv0_zbt8U4jE8pqHA,S5dGv1vID1hoBZm2A9fK5g,NJ0RzuWd5xDqfJejYQZ65g,4
4WAr5CTHJwa94w98ZtHs_w,1fPiKjZhkGWLya1QLkwlhQ,NJ0RzuWd5xDqfJejYQZ65g,4
S8ejzbJ3h0mHri_42yQydQ,ocB1WhramMTkICc5sZ1bUQ,NJ0RzuWd5xDqfJejYQZ65g,4
MvkJHgZS3mYzjTkmmqpwWg,Kgmvv8Y7WJLNOvbIiKHCoA,NJ0RzuWd5xDqfJejYQZ65g,4
Mk0VVJXJi_Y1ScNaSqPstQ,36uY0YLHy70zR7YoXLUKSA,NJ0RzuWd5xDqfJejYQZ65g,4
1YC42fAK9rkPuoISBJ0xAA,NsegE9Mqm3GCQeSx0v0tYw,NJ0RzuWd5xDqfJejYQZ65g,4
AW2NIuoQIMomED7b_VNfYA,aKhv49qQ1A1MDvGZ-cVh7Q,NJ0RzuWd5xDqfJejYQZ65g,4
LH_7OusO8ZTBadA-rYxrdg,ffPY_bHX8vLebHu8LBEqfg,NJ0RzuWd5xDqfJejYQZ65g,5
tSGKac2CB3AH0yUbR6oK-g,Isf8G6HPbNqEisKDjmUlbw,NJ0RzuWd5xDqfJejYQZ65g,4
P10kpcvrW6E_-30o-W5uEA,KTK_ws8lu_TWfR7DtDWjMA,NJ0RzuWd5xDqfJejYQZ65g,5
DGn6nJGe279flI1yupkXZg,iXGoQVfBXU0CrwrRBWXozA,NJ0RzuWd5xDqfJejYQZ65g,4
rhOwgkNbQ1u1sAXTE8W2ow,N-Sy8I9byR2Q2gTI99nKxQ,NJ0RzuWd5xDqfJejYQZ65g,4
7Qw-7lBAGDOZAYR_3H_udw,_fGju43E8HBbNbvRwT0JfQ,NJ0RzuWd5xDqfJejYQZ65g,4
_2iOJW8PIUSfD6P4InKYOg,sTcYq6goD1Fa2WS9MSkSvQ,NJ0RzuWd5xDqfJejYQZ65g,4
FIVCgMOcFYb1cTKKfxYMGw,5V8eXkTJb6IejJkMDaj_Bw,u6xb2aUAvX6i1WhsQWqgWg,3
HK8xvHBINJIpU_eNK__PsA,2U5VJvQ17FtB0wAmpaMowA,u6xb2aUAvX6i1WhsQWqgWg,4
Gulta56jqDquiip9e0eZ8A,A2JGzkvNjckSmps_4FbKWw,u6xb2aUAvX6i1WhsQWqgWg,5
k1tsXxWXwhN2pF8wL967Jw,P3B7FfBpXERa-KdxwIGkHA,u6xb2aUAvX6i1WhsQWqgWg,3
nuYrdt76B-BEr5YXMa90jA,SCPgLdL2hoeP3Plnc0dkzg,u6xb2aUAvX6i1WhsQWqgWg,5
FfEQY5q1mtho365QfXcVKg,6jz_Yr6_AP2WWLbj9gGDpA,u6xb2aUAvX6i1WhsQWqgWg,4
igmGNHx5XCc7bjlEENcFKA,8UPTxp6SXvQe6JoEbEGcyA,u6xb2aUAvX6i1WhsQWqgWg,4
wv53b5YH8pmHQUknaC6imA,wJgtf18VKKZq9A6ZQUybQw,u6xb2aUAvX6i1WhsQWqgWg,4
iCOfm6CoJJd1U7zldoVlYg,4cZ3f3i0Slv2W9mLN_VZBw,u6xb2aUAvX6i1WhsQWqgWg,4
Lyx8NCtG07iY-eBl7NLc4Q,SrF972IxsELYQ3eaWB5X4A,u6xb2aUAvX6i1WhsQWqgWg,5
VlxlT7HGGxB4L58E8WVv4w,DHQWSHz6b7Jsy-A04m1cIA,u6xb2aUAvX6i1WhsQWqgWg,4
9R88EucZ1lW_-L_Buse4Ug,SCo1UBoeN3bhRMkSYuiX1A,u6xb2aUAvX6i1WhsQWqgWg,4
Pu40O_Nu_4OCx6FYDRQhOg,KGsXnYHvYddGaL_jyl0DMQ,u6xb2aUAvX6i1WhsQWqgWg,5
4Z3O_HZWDDnxNtj5TnKXrA,yH3Jyu5vRTAJ8uMAD2bLGQ,u6xb2aUAvX6i1WhsQWqgWg,5
rBTbrlbFcFl0oGKU0I5Qyg,Rzf35jKV8e8EJdssrae_AA,u6xb2aUAvX6i1WhsQWqgWg,4
OczsitGLi_jXDDdequRT0w,DKdttAvXagfAfNFIKeApuw,u6xb2aUAvX6i1WhsQWqgWg,4
4jvd8Yy-lwvNJ6YijBmFuw,04J_q_VhSBItxNiEAN-gkA,u6xb2aUAvX6i1WhsQWqgWg,4
gZoorkwLiGzst0ALTRv07g,9hMqNBBpTl3lBy6qCAyu-A,u6xb2aUAvX6i1WhsQWqgWg,3
S7XXDFkKTmFMcB5yotpFig,2-XLTj0Cfd81_XlmHo02Aw,u6xb2aUAvX6i1WhsQWqgWg,5
KcC_SzoDx2ET4KO1euIx2A,92e_B3VDY5TqxVYsKuNzKg,u6xb2aUAvX6i1WhsQWqgWg,4
sbU-ZbTvXNc93YCfMMSlzA,8DX3pBJt96HqRxV8ACLdYA,u6xb2aUAvX6i1WhsQWqgWg,3
E5ZWL3-4r_zwxkaZMmfkFg,N6ZTMIue-2b30CJv2tyPGg,u6xb2aUAvX6i1WhsQWqgWg,5
Vm8aCotlbVmGIkjm3PZuew,LWinqJdSeptUcP2jPvryhw,u6xb2aUAvX6i1WhsQWqgWg,4
JzpMKgOO8EXmhb0NEoKCyA,QuZbJquRtbY9O9JrB9NpxQ,u6xb2aUAvX6i1WhsQWqgWg,4
5LbST_glvgsALkiYzgE4KA,T8LqkYbwMPZmvXSsUfN8sQ,u6xb2aUAvX6i1WhsQWqgWg,3
Lx6VC1M-fIR50BMDwJZ1Zw,WP7FsUsgNW24s7HH5xi7pg,u6xb2aUAvX6i1WhsQWqgWg,5
Ud6if7QSCRuEtCQ07Yxziw,lU_aNRWw8edBmIi5_NARmg,u6xb2aUAvX6i1WhsQWqgWg,4
ZJWQIRW_NDAJaituDNbVDg,Z128ihQea7BLPh2T9q9sKA,u6xb2aUAvX6i1WhsQWqgWg,4
GP8OsMjXl9L99ZxhtHZi9A,vwi68eg4bmJHMSYq3jP2OQ,u6xb2aUAvX6i1WhsQWqgWg,4
YjEVI61ODijWT-xYOZHE1g,94HchNwPr69BdrF0On9uKQ,u6xb2aUAvX6i1WhsQWqgWg,5
uTzaRQB7tviG32YEv4oRfg,PeLGa5vUR8_mcsn-fn42Jg,u6xb2aUAvX6i1WhsQWqgWg,4
gIiC2YQ1VepKbXE86CZCqQ,kjeX2RXvW7RhBbD2QLd5jA,u6xb2aUAvX6i1WhsQWqgWg,4
fdSvKpfp3w8pYiLX8WGkcg,kmE8w5Y785eZmodsx0V6Ag,u6xb2aUAvX6i1WhsQWqgWg,4
peXTjb0d1Cm57K1ea126Pw,nGoKau64-PtetuzfcRW3jA,u6xb2aUAvX6i1WhsQWqgWg,4
qiJWMEsTuF2lqFjYoYQFdA,FIk4lQQu1eTe2EpzQ4xhBA,u6xb2aUAvX6i1WhsQWqgWg,4
nTvmQa8_Qnq0GeLyE56xUQ,qibGLHABNReGeJr2w4_8yQ,u6xb2aUAvX6i1WhsQWqgWg,4
EJiBRzQGTd5VWzbtcG27IA,jzkbhkRdjWPwTIOgRGggIg,u6xb2aUAvX6i1WhsQWqgWg,4
vPAclt-BrCDhJNDPb29dog,zSwb7qNpSgU3ekHMpiHsOA,u6xb2aUAvX6i1WhsQWqgWg,3
